student_id,week,study_hours,sleep_hours,stress_level,attendance_rate,screen_time_hours,caffeine_intake,learning_efficiency,fatigue_index,quiz_score,assignment_score,performance_index
2,15,8.263587828,7.579504402,3.905440327,0.727194598,9.748283487,2,0.621053988,0.390544033,70.13848792,117.0408104,98.27988141
2,16,9.311250155,6.027731452,5.158964904,1,1,1,0.635676348,0.839986006,69.02598852,130.6529543,106.002168
3,1,8.22677503,6.649210755,5.436445465,0.941056412,7.110661993,1,0.376964893,0.660574295,67.86303736,132.7591541,106.8007074
3,2,10,5.962753846,4.619322644,0.762438175,2.234400538,2,0.392196776,0.807680982,66.52094232,111.1880373,93.3211993
3,3,8.349357431,6.512874616,3.815212152,0.763600923,5.097043256,2,0.405859124,0.543896343,62.1352973,112.9137998,92.60239881
3,4,8.915091168,6.423228669,6.510782452,0.900091719,3.04488951,3,0.42010189,0.843335355,61.71487291,122.3610437,98.1025754
3,5,9.27975735,4.259045156,4.082761446,0.81932836,1.951418934,1,0.434694864,1.321927759,66.02679281,128.9459603,103.7782933
3,6,7.38899439,6.139586635,4.230888912,0.950629281,3.846216261,2,0.44726446,0.709893346,60.7329386,135.3886087,105.5263407
3,7,9.577072127,6.796954614,5.742291747,0.789601481,5.173179575,2,0.462129508,0.64191097,67.69452442,110.9567463,93.65185756
3,8,9.588328518,7.394452142,4.158031038,0.878977486,9.150801597,2,0.477004624,0.415803104,69.34554743,126.1690269,103.4396351
3,9,7.129208079,6.648486516,5.036836758,1,5.653854748,3,0.489254727,0.620854837,64.41656531,119.8384369,97.66968829
3,10,10,7.509378116,7.49465411,0.946592201,5.164109742,1,0.50448661,0.749465411,63.63705673,120.3226901,97.64843675
3,11,9.071566237,6.522342553,5.957959651,0.883366211,7.075079889,0,0.518881904,0.755015114,65.39478454,127.4088951,102.6032509
3,12,8.555362442,7.756988617,3.155669352,0.936960592,7.711275718,2,0.532760918,0.315566935,65.67179953,121.9720866,99.45197177
3,13,7.221279751,8.496044311,6.308731313,0.844441533,5.559937253,2,0.545125432,0.630873131,61.05999798,128.2054459,101.3472667
3,14,9.590274619,6.209525545,5.942936714,1,7.690840092,4,0.560002287,0.857785157,81.41663192,131.6198205,111.5385451
3,15,8.841992101,6.57311893,2.975791249,0.684514333,6.646341168,1,0.574172622,0.439872815,71.59404791,108.746252,93.88537038
3,16,10,5.874580992,4.701926667,0.849334655,2.36170991,3,0.589404505,0.845332336,64.93947057,123.2785385,99.9429113
4,1,8.200889429,6.835464342,5.001398235,0.865825598,3.644867575,3,0.358101184,0.554985043,65.7699103,128.7516997,103.5589839
4,2,7.892895545,6.745022783,8.007985977,0.584903019,7.183013704,2,0.371261312,0.885791004,63.62745284,98.1016076,84.3119457
4,3,7.592488305,6.222183312,2.778848309,1,6.871356786,0,0.384073997,0.53715706,71.1307314,121.0794994,101.0999922
4,4,8.27168485,6.475479734,5.978749122,0.727787219,6.42599686,0,0.397653051,0.772715001,68.24818783,103.9064906,89.64316947
4,5,8.639033834,8.159329803,2.837873345,0.911593561,6.186202516,0,0.411618318,0.283787334,67.37288624,111.6371757,93.93145993
4,6,10,6.477276979,7.098018452,0.779565631,2.183077407,2,0.426850201,0.884042852,72.69813489,101.5958044,90.03673662
4,7,9.211017467,6.903286888,3.910161826,0.889913611,4.924730595,3,0.441378565,0.423253887,74.77457582,120.9682897,102.4908041
4,8,7.289831607,6.377145497,4.163713932,0.721155262,5.201634845,1,0.453827422,0.623989561,56.87141444,112.3743196,90.17315751
4,9,10,7.472597482,5.512059469,0.948269098,8.330948889,2,0.469059305,0.551205947,75.04338886,125.5406983,105.3417745
4,10,6.630278591,7.51765902,3.548512374,0.868676676,3.489234135,1,0.480666804,0.354851237,62.10377783,112.3788477,92.26881972
4,11,9.573966959,5.246426282,9.162629314,0.819544636,5.190641614,1,0.495529072,1.500787504,63.16041583,119.5987393,97.0234099
4,12,7.480820017,9,4.807880201,0.964927333,3.59364715,0,0.508209138,0.48078802,68.43833572,123.926607,101.7312985
4,13,8.373032942,8.812448558,6.415503871,0.793753322,6.264815478,2,0.521896699,0.641550387,72.72785255,109.0758774,94.53666745
4,14,8.773754781,7.380197851,6.221171491,0.905979045,7.161561451,3,0.535998741,0.622117149,71.05176089,123.7971496,102.6989941
4,15,9.818484735,7.133847654,5.893279463,0.828672762,7.258138875,3,0.55107604,0.589327946,70.63254547,111.4714671,95.13589847
4,16,9.501033344,7.222133772,4.042502757,0.975575613,3.210785396,0,0.565872637,0.404250276,74.39785253,118.0329297,100.5788988
5,1,9.867765024,7.283032205,2.301072857,0.908550346,6.42679918,4,0.41074544,0.230107286,71.41078412,131.2761474,107.3300021
5,2,8.63716144,5.318179675,1.482802,0.762736937,6.587315884,0,0.424708788,0.708886975,59.05656955,106.7886762,87.69583354
5,3,7.066321699,5.792604168,2.858843841,0.918262324,4.668553894,4,0.43688,0.688349661,59.70236104,121.8500005,96.99094469
5,4,9.492451264,5.430039662,5.147925928,0.798246635,3.802151207,2,0.451668822,1.038112705,72.06967293,111.3327872,95.62754148
5,5,9.34361859,6.623447349,3.589578527,0.779637994,9.71475273,1,0.466321243,0.484475403,74.15524103,111.6236356,96.63627776
5,6,9.583800376,7.285865391,5.66891358,0.915854427,9.020409078,0,0.481192311,0.566891358,60.721681,115.6943719,93.70529555
5,7,8.966873027,8.794557864,3.964777402,0.872378795,4.967154208,3,0.495485932,0.39647774,76.13017263,123.1393335,104.3356691
5,8,10,7.240022738,5.611108641,0.943299664,5.843369848,6,0.510717815,0.561110864,69.88987899,125.0994937,103.0156478
5,9,8.310459679,7.494955518,5.83650511,0.890041203,4.548572705,3,0.52433856,0.583650511,68.30033039,125.2774575,102.4866067
5,10,7.649751588,6.692221765,5.438300655,0.874938368,8.15490656,4,0.537218522,0.646422811,67.92534448,122.9693269,100.9517339
5,11,10,5.973484701,5.265939348,0.779987919,7.390093258,0,0.552450405,0.868765701,61.48294796,117.4460466,95.06080713
5,12,8.474194613,8.565524029,4.868499478,0.794480047,8.762314139,2,0.566244784,0.486849948,63.99204112,115.9362208,95.15854894
5,13,7.978767183,7.708356447,5.487601428,0.793592137,2.439391203,2,0.579501745,0.548760143,73.53039117,116.5301203,99.33022867
5,14,9.633267502,5.474474829,3.61618386,0.845441398,5.486678899,2,0.594416887,0.870126776,69.74825585,119.4398931,99.56323817
5,15,8.917848822,8.117295832,5.685450693,0.895675322,6.13953456,2,0.608662371,0.568545069,73.24020289,130.2030874,107.4179336
5,16,9.491404567,6.323607698,8.601880866,0.845984205,2.138449796,0,0.623450244,1.085652187,60.063871,124.1688137,98.52683663
6,1,8.72310116,6.974610954,4.653930243,0.781184031,9.944558925,4,0.407159506,0.47385604,64.95766266,107.2151488,90.31215435
6,2,8.952288644,9,4.954793821,0.902488878,8.563250181,0,0.421438842,0.495479382,68.93528879,109.4766294,93.26009314
6,3,8.730813868,6.913861555,4.641976066,0.776812291,5.39082057,2,0.435497568,0.492910422,62.54972491,119.4929539,96.71566229
6,4,9.924633683,8.811980124,5.715851457,0.889326315,6.362890161,3,0.450665783,0.571585146,69.90025186,124.3769508,102.5862713
6,5,10,6.310812182,8.471927606,0.869791078,3.697163993,3,0.465897667,1.076922033,63.28314789,121.4490838,98.18270944
6,6,8.426299996,9,4.806742187,0.756678659,6.506651521,3,0.479641658,0.480674219,65.87561082,113.4497359,94.42008584
6,7,8.742623463,5.331415926,5.798446245,0.914719594,4.033627075,1,0.493712323,1.136039316,71.76980094,123.3482428,102.7168661
6,8,10,6.894608075,8.561658426,0.686704772,3.854463151,2,0.508944206,0.891296484,75.431214,115.8263482,99.66829454
6,9,9.401625505,6.314389719,5.647600255,0.820851002,1.69901758,3,0.523650145,0.793296786,67.97695261,111.5644735,94.12946514
6,10,9.319223342,5.705318524,7.321653575,0.80322988,5.693007763,2,0.538279923,1.163725849,54.95883906,117.9216603,92.73653181
6,11,7.443418101,6.571884839,8.001519581,0.935022174,4.302695731,0,0.550915147,0.942857012,62.89428547,129.1096042,102.6234767
6,12,10,7.381935452,5.860083294,0.953028345,5.477578318,1,0.56614703,0.586008329,71.27686767,126.1492653,104.2003062
6,13,8.869084027,5.965045135,4.620011226,0.894839029,3.822472928,3,0.580344298,0.806986077,68.50108213,123.8956622,101.7378302
6,14,9.452534892,7.99801011,0,1,4.720820744,1,0.595096831,0,81.62165303,124.6778911,107.4553959
6,15,9.276569153,6.349286463,7.146174691,0.833603912,6.094431876,6,0.609686823,0.931521982,64.0706153,125.786035,101.0998671
6,16,10,5.910406902,8.262251705,0.772837168,5.593256639,2,0.624918706,1.18942287,67.66229942,118.6370098,98.24712562
7,1,10,7.453534302,4.511686729,0.946408717,7.378940978,5,0.549947528,0.451168673,66.25156211,124.6678521,101.3013361
7,2,9.015579048,5.721977417,1.712518569,0.76148365,8.105123631,1,0.56428864,0.597259385,63.56533968,111.7913652,92.50095499
7,3,10,8.009817089,3.62369931,1,6.963530974,2,0.579520523,0.362369931,72.0672941,123.704292,103.0494928
7,4,7.467204148,8.022570432,9.879504813,0.988427282,6.12781824,3,0.59218429,0.987950481,68.93553112,130.5162013,105.8839332
7,5,8.811103312,7.553073276,4.932626946,0.754965182,3.258854767,2,0.606323792,0.493262695,66.47566738,120.0475887,98.6188202
7,6,7.429499396,6.396676435,1.826376569,0.83657319,4.681552244,1,0.618942275,0.383745512,79.68626301,121.7793618,104.9421223
7,7,7.407006266,7.440474738,4.960724402,0.905248995,5.447828268,0,0.631533641,0.49607244,76.59330484,127.4630874,107.1151744
7,8,9.139215409,7.04886007,5.081183382,0.779800831,3.674198165,4,0.645993824,0.508118338,76.299579,114.4337371,99.18007384
7,9,8.705050322,8.247742073,3.653018752,0.877899416,3.329305893,1,0.660026436,0.365301875,84.06143485,127.3435103,110.0306801
7,10,9.413799097,8.224584438,8.246793125,0.696305204,5.535502449,2,0.674743549,0.824679312,66.99976228,121.842485,99.9053959
7,11,9.976383953,8.104049136,5.605370698,0.796585165,1.753908213,0,0.68995556,0.56053707,77.09611788,117.1355943,101.1198037
7,12,7.985243269,6.41343592,4.604929549,0.774095955,5.066917542,2,0.703219779,0.656014315,72.44854713,123.1938966,102.8957568
7,13,7.827396743,5.766531899,6.389995802,1,4.479002876,0,0.716305307,1.050155614,76.30012556,135.6992672,111.9396106
7,14,9.076005391,6.009307611,6.25882717,0.758504093,5.162553686,2,0.730704879,0.956113513,76.03574817,121.8235582,103.5084342
7,15,8.466090899,5.592855974,5.145993512,0.928007818,5.150374175,1,0.744490756,0.98364736,75.85502288,126.6553914,106.335244
7,16,9.361676585,7.708108677,6.913404634,0.771401054,2.337534093,0,0.759159886,0.691340463,74.13092091,123.803506,103.934472
8,1,10,5.868546979,6.672647446,0.853126688,5.502611282,3,0.434326338,1.044415751,65.32344822,114.8528237,95.0410735
8,2,10,7.267392314,5.643395612,0.783190955,6.984084699,0,0.449558221,0.564339561,63.53688389,111.4653325,92.29395307
8,3,9.028181157,6.990881003,7.171791132,0.897469823,4.949946083,2,0.463911567,0.720218779,71.14758435,107.8173854,93.14946498
8,4,9.063956787,6.390487798,4.626057394,0.855664992,6.059385509,2,0.478299523,0.665776473,53.39435783,119.7637342,93.21598365
8,5,7.790305257,7.59992873,8.061501665,0.971876185,4.573114258,0,0.491342521,0.806150166,72.51673766,122.777889,102.6734285
8,6,8.589068844,6.386597336,4.395060627,0.811182318,5.340832445,4,0.505256402,0.643973617,70.33457729,127.7457595,104.7812866
8,7,7.633121302,6.775234598,2.659773948,0.669801956,6.082925456,1,0.518116877,0.340899195,72.88060172,105.2584873,92.30733306
8,8,6.408957708,7.863100226,3.407119638,0.860884563,2.762737144,1,0.52942706,0.340711964,62.50575088,119.7340553,96.84273353
8,9,10,6.841470427,4.945390921,0.756673204,4.113435498,2,0.544658943,0.547382283,67.09010702,109.6427639,92.62170116
8,10,6.723626491,6.330927261,7.079809375,0.789438446,8.652019427,2,0.556389581,0.931005184,63.32347659,120.8827943,97.85906721
8,11,9.742095372,7.29929258,7.603482579,1,5.064008298,1,0.571400547,0.760348258,66.19127858,139.3519499,110.0876814
8,12,9.136535331,7.236961416,4.090359368,0.769750727,7.59762265,1,0.585858171,0.409035937,75.55100582,121.6205721,103.1927456
8,13,10,7.718953311,6.992095372,0.774320491,2.156378667,1,0.601090054,0.699209537,78.93479305,123.1274515,105.4503881
8,14,9.556230009,6.416642028,5.07718388,0.995561869,8.59854315,3,0.615936417,0.702171045,73.81980919,129.0802718,106.9760867
8,15,7.955190806,5.033643411,9.11241426,0.739679163,4.557492753,3,0.629166902,1.566693622,60.59850876,114.2743138,92.80399177
8,16,9.28257995,8.213731438,4.719914296,0.938859888,6.468898067,1,0.643762515,0.47199143,74.65456215,127.5772144,106.4081535
9,1,8.90562825,6.91410675,6.625378851,0.907791051,5.060957701,4,0.327185553,0.691168968,56.91312095,120.4746501,95.05003846
9,2,7.239237241,7.32865216,6.800457318,0.787762181,5.956179993,1,0.33957223,0.680045732,66.35220719,106.1214711,90.21376552
9,3,8.790976743,6.149479546,3.8389531,0.90885784,8.339809009,1,0.35369157,0.667402128,66.89443714,124.3569171,101.3719251
9,4,8.390217096,5.550143435,2.787383638,0.804581044,3.359312351,4,0.367397381,0.762023886,64.96050581,117.1227513,96.25785313
9,5,10,6.24909445,7.333097182,0.79270022,5.36223302,2,0.382629264,0.983611568,60.60488206,119.8382945,96.14492955
9,6,10,8.630929181,6.912880697,0.787521045,6.655700192,2,0.397861147,0.69128807,66.57599528,109.9316512,92.5893888
9,7,9.947825803,7.68203445,0,0.930093664,4.136408423,1,0.413049032,0,68.75250708,123.5321435,101.620289
9,8,7.634537978,5.975813176,8.708185133,0.97210337,6.164195407,0,0.425911169,1.212214121,66.00936402,122.452862,99.8754628
9,9,10,8.543243528,4.022301156,0.738038257,5.281772494,2,0.441143052,0.402230116,61.76282328,115.4756914,93.99054417
9,10,8.805054792,7.513600107,3.934598321,0.733008316,1,0,0.455276501,0.393459832,70.19386543,108.4701413,93.15963092
9,11,10,6.542903743,3.795575879,0.896877426,3.003229122,3,0.470508384,0.531923007,71.66374313,120.0745848,100.7102481
9,12,8.79632625,7.355022454,4.557773809,0.765971857,3.154339621,3,0.484633089,0.455777381,66.61054194,113.0040409,94.44664134
9,13,6.57575974,7.884045396,6.473687794,0.821867244,5.133981434,1,0.496168048,0.647368779,67.18774643,108.9035066,92.21720252
9,14,8.470947323,5.889600483,6.134111035,0.716684269,9.829581997,3,0.509959021,0.983544276,62.90346161,108.0408567,89.98589868
9,15,9.200569197,8.148637349,2.968356362,0.856167985,5.857633001,0,0.524477508,0.296835636,75.3812469,121.3794271,102.980155
9,16,10,5.927860988,0,0.89365598,6.807869682,2,0.539709391,0.357379671,69.38134994,122.4809441,101.2411065
10,1,8.352759362,6.94111819,3.743030272,0.910247721,3.581932577,2,0.555587061,0.393930297,67.93725762,125.1199361,102.2468647
10,2,8.747646498,6.639526596,6.022831002,0.881747193,4.936163011,1,0.569662798,0.722440902,68.42998136,118.4671093,98.45225812
10,3,8.819520086,9,5.597505817,0.774820895,4.147284808,3,0.583810715,0.559750582,76.16971832,120.6806662,102.8762871
10,4,8.331855914,8.188145735,6.073487246,0.926539021,4.616357084,1,0.597454371,0.607348725,74.50094882,128.8105049,107.0866825
10,5,8.665224668,6.596351537,3.089754841,0.892359907,9.125049838,0,0.611446431,0.443524972,66.34090127,124.78536,101.4075765
10,6,9.241238138,6.920358609,5.904743592,0.743760647,5.856614194,2,0.62600328,0.61702149,71.60937334,113.9411473,97.00843769
10,7,9.579633173,7.325796317,5.388768603,0.814683371,5.676967687,3,0.64087062,0.53887686,71.39884023,126.4883431,104.4525419
10,8,8.881931473,6.90883088,0.519900203,0.800163761,6.985377078,1,0.655080623,0.082379727,72.93904797,117.3332979,99.57559794
10,9,10,6.677679531,7.434317042,1,6.996621796,3,0.670312506,0.850871861,69.44117367,125.8626137,103.2940377
10,10,10,6.597933255,6.048529355,0.799080476,6.555062482,3,0.685544389,0.738875184,77.94329937,113.4996941,99.27713618
10,11,9.350630099,7.48918713,6.269442937,0.960969984,5.819637314,2,0.700203304,0.626944294,71.8081686,121.6388889,101.7066008
10,12,6.723008792,4.827330454,6.694843354,0.796467181,4.818933435,4,0.711933131,1.393707517,64.15339083,122.1712562,98.96411008
10,13,8.064561298,8.085982116,3.92807311,0.93080578,5.734574627,0,0.725285744,0.392807311,82.65101672,119.5544901,104.7931008
10,14,8.703732556,5.946317581,2.864394157,0.945030759,8.421226745,2,0.739317018,0.637666889,76.41212747,126.9381144,106.7277197
10,15,9.070052163,8.161878303,3.145293732,0.873836898,6.95039526,3,0.753710853,0.314529373,78.66853117,123.0026068,105.2689766
10,16,7.169367103,7.885803138,5.460019048,1,2.773891146,3,0.766011018,0.546001905,66.87876585,134.3010833,107.3321563
11,1,9.42423426,7.143339168,7.958157947,0.911114365,9.581767848,0,0.461026795,0.795815795,67.52557284,117.4801789,97.49833646
11,2,7.679977489,6.779805373,0.864290547,0.895203334,2.519879415,1,0.473942068,0.159827264,68.6955143,120.595093,99.83526155
11,3,8.690790923,6.247843594,5.638349021,0.984045045,1.249655061,2,0.487960187,0.814553704,66.85409089,121.8106056,99.82799973
11,4,9.268661427,8.076007139,5.042623297,1,4.878678372,1,0.502542776,0.50426233,66.37771518,119.9949974,98.54808453
11,5,9.831349267,6.81852167,6.544043124,1,6.84249537,2,0.517631172,0.714897089,66.66860901,125.525474,101.982728
11,6,9.146793012,7.144867665,3.77045427,0.779171154,5.685630325,2,0.532098584,0.377045427,70.29014658,110.1168362,94.18616034
11,7,9.511924091,6.831691766,7.452810288,0.965709639,7.35235021,0,0.546905032,0.801383773,60.12499893,130.1562762,102.1437653
11,8,9.233216131,7.381538563,6.273192652,0.8558351,3.510431587,1,0.561454332,0.627319265,61.57486978,117.1586172,94.92511821
11,9,8.451275092,7.092844901,5.319712784,0.747232486,7.531415682,4,0.575224639,0.531971278,65.59476096,109.4953116,91.93509135
11,10,7.90541346,8.3924653,4.499906971,0.878869363,5.520643678,2,0.588398951,0.449990697,60.84788547,128.2983645,101.3181729
11,11,10,8.126705137,2.81806714,0.808918571,2.788590663,2,0.603630834,0.281806714,73.74355782,118.8737777,100.8216898
11,12,8.838655788,6.437831973,4.581556253,0.681656181,3.388259867,3,0.617797846,0.645544967,70.31755208,112.7451228,95.77409451
11,13,8.954029992,5.853335285,5.0109851,0.802429474,4.79574312,0,0.632078889,0.883320082,71.05235405,118.5059258,99.52449712
11,14,8.62998897,5.196218578,4.290025432,0.840656593,5.45796485,4,0.64603488,1.030263017,67.08706619,123.8288522,101.1321378
11,15,9.528957936,4.961038723,5.366600424,0.731970706,8.145629282,2,0.660856704,1.216313801,69.03232262,111.5007412,94.51337378
11,16,8.379152402,5.738545166,3.269921547,0.856111561,5.987903744,2,0.67455077,0.747477099,80.45034055,118.6335399,103.3602602
12,1,10,8.958347454,2.540900811,0.899669922,4.069379086,2,0.435765523,0.254090081,71.15284805,121.2037649,101.1833982
12,2,10,7.30805054,4.216702865,0.876912694,4.313615449,3,0.450997406,0.421670287,72.53208781,118.7433827,100.2588648
12,3,9.255273387,8.045896715,2.103887256,0.765725741,6.279574664,2,0.465567442,0.210388726,67.88480422,117.8630146,97.87173042
12,4,9.223238914,8.19395626,4.326204349,0.891469853,7.983839293,2,0.480107341,0.432620435,69.0015003,126.1597252,103.2964352
12,5,8.864745675,8.00356656,9.666488809,0.869228267,8.914127281,2,0.494300302,0.966648881,64.24286146,114.6529199,94.48889654
12,6,7.620381835,6.105650087,3.632080996,0.796438666,6.713234209,0,0.507145821,0.661324737,69.9083702,118.0458569,98.79086223
12,7,9.421379811,6.406159838,6.394205712,0.968245383,6.169006432,1,0.521869881,0.837367292,70.11880853,122.0402633,101.2716814
12,8,8.975972142,6.324821725,4.710962659,0.770758008,4.384076941,2,0.536172399,0.696155691,68.7691146,117.6928277,98.12334243
12,9,9.001205475,6.182911369,6.318491337,0.943757014,1.784880271,1,0.55049953,0.904212011,63.46447883,129.5352833,103.1069615
12,10,8.806173861,5.459206958,4.734966641,0.85788961,5.046277446,3,0.564634099,0.987094345,66.64500944,125.6077767,102.0226698
12,11,10,8.238946353,5.419318831,0.800836381,6.614245193,4,0.579865983,0.541931883,67.39413359,113.8528181,95.2693443
12,12,9.889916333,6.305286869,4.181435124,0.79759116,5.304709744,2,0.595004623,0.649714556,68.40630035,117.8074801,98.0470082
12,13,8.672105283,7.155190684,6.650196529,0.763286978,3.683767022,1,0.609003705,0.665019653,68.34944466,113.641207,95.52450204
12,14,9.874389181,6.840405438,6.889943331,0.827373913,6.512106644,1,0.624129068,0.74219252,71.02888694,130.1541205,106.5040271
12,15,10,7.926215402,6.930794969,0.973613072,5.177315182,1,0.639360951,0.693079497,73.22916159,132.4796639,108.779463
12,16,10,7.407925018,4.750048427,0.566748043,5.033781432,1,0.654592834,0.475004843,67.26899666,98.28721526,85.87992782
13,1,10,6.679908019,4.20667568,0.898252405,4.258818954,2,0.545502172,0.527364895,82.21015473,114.7639048,101.7424047
13,2,9.817889658,8.274591875,6.620124608,0.957517594,2.262590913,2,0.560578957,0.662012461,68.99922157,129.4814667,105.2885687
13,3,7.256151883,7.119018406,1.94936182,0.73661844,4.563928244,2,0.572986466,0.194936182,57.59042519,113.4254662,91.09144979
13,4,8.737109171,9,5.432633763,0.95536124,3.553074382,3,0.587051559,0.543263376,69.31211231,127.9591372,104.5003272
13,5,9.101856295,8.549020151,2.521785849,0.703247473,5.329521682,1,0.601475986,0.252178585,73.91931399,113.0984564,97.42679942
13,6,9.243953198,4.726503741,3.127422735,0.810417122,4.640752,1,0.616035388,1.07057436,75.97945713,118.4881164,101.4846527
